Nro_Tweet,Query,Usuario,Texto,Data de Criacao,Retweets,Likes
504,São Paulo FC,PALMEIRAS HQ,"Kkkkkkkkkkkkkkkkkkkkk
Eu amooooooo https://t.co/LFvhyUAQmM",Fri Jun 13 01:29:16 +0000 2025,97,531
505,São Paulo FC,Rai 54,Quantos anos?,Thu Jun 12 15:45:38 +0000 2025,0,7
506,São Paulo FC,ؘ,tomar 3 gols do vasco DO DINIZ é pra fechar as portas,Fri Jun 13 03:12:05 +0000 2025,0,2
507,São Paulo FC,São Paulo FC,"2T | ⏱ 47min: GOL! RYAN! #SPFCxVAS (1-3)

🎙️ Narração #SPFCplay: https://t.co/NOfGn1rXKb 

#VamosSãoPaulo 🇾🇪 https://t.co/taPWzOH3vx",Fri Jun 13 02:27:34 +0000 2025,60,919
508,São Paulo FC,Alex De Asnes,"Você vê que chegamos no fundo do poço, quando Cédric Soares é o cobrador das bolas paradas no @SaoPauloFC https://t.co/8GRsDZMc9h",Fri Jun 13 01:55:22 +0000 2025,0,11
509,São Paulo FC,gabigola,pior q ele ta LINDO nesse uniforme,Wed Jun 11 20:47:25 +0000 2025,0,3
510,São Paulo FC,GREMISTÓN,"🚨AGORA! 

New Balance deve ser a Patrocinadora de material esportivo do GRÊMIO a partir de 2026. 

Contrato de exclusividade com o São Paulo, vai somente até 31/12/25.

Além do clube Paulista, a marca Americana patrocina o Porto, Lille, Dínamo Kiev, Tokyo FC e Toluca. https://t.co/rk4YOPAqIC",Sun Jun 08 16:25:52 +0000 2025,9,561
511,São Paulo FC,eliza,apaga essa porra agora,Wed Jun 11 20:12:41 +0000 2025,280,1563
512,São Paulo FC,CONMEBOL Libertadores,"🤔 Quem avança? 

👉@nacionaloficial ou @SaoPauloFC? 🇨🇴🇧🇷

🤩 O capítulo imperdível pelas Oitavas de Final da CONMEBOL #Libertadores! 🏆 https://t.co/XErbSbmdG5",Mon Jun 09 19:00:01 +0000 2025,43,1294
513,São Paulo FC,K2,"Um futuro sujo e brutal onde os pobres lutam por migalhas e a elite se diverte com sangue. Tayrone, um ex-operário escravizado, perde seu braço e encontra uma prótese consciente sedenta por sangue. A arma mais mortal nas mãos de um homem maltratado.
Bem-vindo a Blood on Hands https://t.co/6qlrRa8FQo",Fri Jun 13 20:02:36 +0000 2025,5,17
514,São Paulo FC,júliaᶜᵉᶜ,me sentindo igual quando terminei num domingo e na quarta minha ex já tava namorando com outra,Wed Jun 11 23:34:52 +0000 2025,0,3
515,São Paulo FC,São Paulo FC,"A camisa manga longa é o manto perfeito para vestir o Tricolor nos dias frios! ❤️🤍🖤

Vem garantir a sua em até 6x sem juros e com frete grátis na SAO Store! Compre sem sair de casa! 🔗 https://t.co/0EzavR5q10 https://t.co/mRRl2EsISl",Fri Jun 13 18:00:45 +0000 2025,17,568
516,São Paulo FC,Gustavo Tomé,tô sem net aqui @vulgoaveiro ta quanto pro nosso tricolor paulista?,Fri Jun 13 02:14:54 +0000 2025,0,3
517,São Paulo FC,MORUMBITECA,"Raí e José Silvério, a combinação perfeita!👑

Em 05 de Dezembro de 1992, o São Paulo FC vencia o Palmeiras no Morumbi, pela 1ª partida da final do Paulistão!  

O gol de Raí na voz de José Silvério é música!🎙️  

Desfrute!🎧  

MORUMBITECA 
⚪🔴⚪⚫⚪
#morumbiteca
#VamosSãoPaulo https://t.co/cPeKY2lh40",Wed Jun 11 15:48:53 +0000 2025,24,262
518,São Paulo FC,Paulo Henrique 🔴⚪⚫ 🇧🇷,"Falo faz tempo, o @SaoPauloFC não valoriza a torcida que tem",Fri Jun 06 00:06:24 +0000 2025,2,8
519,São Paulo FC,Isabella,Aguardando vocês lançarem uma análise e colocarem o mapa de calor dele para sabermos se serve ou não,Tue Jun 10 19:23:50 +0000 2025,0,4
520,São Paulo FC,Somos São Paulinos,"⚠️ São Paulo decide não fazer mudanças na comissao técnica neste momento. 

Haverá pressão por melhora, mas o trabalho segue.

🗞 @andrehernan
📸 São Paulo FC https://t.co/T6iRtJRAoZ",Fri Jun 13 10:07:05 +0000 2025,20,884
521,São Paulo FC,yas,ele parece jogador de cotia,Tue Jun 10 19:51:12 +0000 2025,1,11
522,São Paulo FC,renan 🇾🇪,E se eu lançar uma?,Thu Jun 12 23:11:13 +0000 2025,1,2
523,São Paulo FC,CarlosXFranco,"@SaoPauloFC Rssssss
Não perco tempo mais nem com o time principal.
 No final formam jogadores para vender e pouco lucrarem, o clube fica com contratações de pernas de pau e os que sobem logo se contaminam jogando um futebol meia boca.
SPFC faliu e não está mais entre o grandes.",Sat Jun 14 17:16:43 +0000 2025,0,0
524,São Paulo FC,🇾🇪🇧🇷M4RTINI🇧🇷🇾🇪,O @SaoPauloFC é o clube brasileiro que mais tem jogadores podres,Fri Jun 06 21:01:14 +0000 2025,1,4
525,São Paulo FC,mia,que de certo,Tue Jun 10 21:23:54 +0000 2025,0,11
526,São Paulo FC,bru 🇾🇪,impressionante como ultimamente não consigo me animar com nada sobre o spfc,Tue Jun 10 20:32:14 +0000 2025,128,1346
527,São Paulo FC,tata,"eu aqui sofrendo e ele já ta treinando, chega de sofrimento nesse perfil",Tue Jun 10 21:47:15 +0000 2025,0,5
528,São Paulo FC,♡ capitã mizu no comando! ♡,"vou sentir saudades desse divo, ele é um querido! cuidem bem dele 🤍",Tue Jun 10 21:20:14 +0000 2025,0,15
529,São Paulo FC,Alex 🇧🇷🇬🇷 SPFC,Ladeira abaixo - centenário da vergonha,Fri Jun 06 01:22:37 +0000 2025,0,2
530,São Paulo FC,ste do Luciano,eu amo o ryan francisco e vai se fuder são paulo fc,Fri Jun 13 02:31:25 +0000 2025,0,4
531,São Paulo FC,Alex De Asnes,Poderia tomar vergonha na cara e ligar uma câmera central no estádio.,Wed Jun 11 19:49:31 +0000 2025,0,6
532,São Paulo FC,Róbi 🟥⬜⬛,A preparação física do @SaoPauloFC é a pior do país há anos...,Fri Jun 13 01:27:08 +0000 2025,1,3
533,São Paulo FC,gui,@SaoPauloFC pq o rafael saiu assim? chutasse mais forte porra,Fri Jun 13 02:02:56 +0000 2025,0,26
534,São Paulo FC,Opinião Tricolor 🎙🇾🇪,"Juan Dinenno é o novo reforço tricolor

Seja bem vindo, comandante ✍️🇾🇪 https://t.co/CTfdhMqkQm",Tue Jun 10 19:26:47 +0000 2025,1,9
535,São Paulo FC,BoNoH International Official FC 🌍,"#BoNoh #BossNoeul #Bosschaikamon #Noeulnuttarat #ShawtyBoss #MagentaBoy 

📢Here's a recap of all the FanMeetings ⏳ TBNW ☁️planned for 🖋️Boss and Noeul, as well as links to purchase your tickets 🧸

🇲🇴Macau June 21, 2025 
🔗https://t.co/SK5XrE2AgH

🇧🇷 São Paulo  July 12, 2025 https://t.co/4BhLt6tTqf",Thu Jun 12 21:03:03 +0000 2025,21,41
536,São Paulo FC,Alex 🇧🇷🇬🇷 SPFC,A gente sabe que a diretoria de futebol e o presidente do São Paulo são os piores da historia - mas não imaginávamos que seriam tão ruins. O São Paulo tem historico de varias coisas menos de covarde. Presidência e diretoria de covardes precisa ser impichada.,Fri Jun 13 12:17:12 +0000 2025,2,15
537,São Paulo FC,São Paulo FC,"🔛 Início de semana! O Tricolor segue com os preparativos para o duelo com o Vasco da Gama no #MorumBIS!

🏟️ Garanta seu ingresso &gt; https://t.co/ju8he6uTiZ

#VamosSãoPaulo 🇾🇪

📸 Erico Leonan / São Paulo FC https://t.co/RAgiO5DdWU",Mon Jun 09 16:16:58 +0000 2025,30,811
538,São Paulo FC,São Paulo FC,"𝐃𝐢𝐚 𝐝𝐨𝐬 𝐧𝐚𝐦𝐨𝐫𝐚𝐝𝐨𝐬... é no MorumBIS! ❤️🤍🖤

Manda para o @ que vai torcer pelo Tricolor com você hoje! 

#DiaDosNamorados
#VamosSãoPaulo 🇾🇪 https://t.co/xoxkk4h67s",Thu Jun 12 13:01:17 +0000 2025,269,3111
539,São Paulo FC,Nic Barbieri,"Eu ainda acho q o Zubeldia já sabe q vai rodar, nesses 30 dias vai acontecer muita coisa… fiquem vendo.
Silêncio do @SaoPauloFC é completamente IRRITANTE",Sat Jun 14 00:06:50 +0000 2025,0,7
540,São Paulo FC,𝑷𝒄 𝑻𝒓𝒊𝒄𝒐𝒍𝒐𝒓 🇾🇪 spfc,São Paulo Futebol Clube https://t.co/4c4sydlTxq,Fri Jun 13 02:07:10 +0000 2025,19,152
541,São Paulo FC,São Paulo FC Texas,"A mentira é descarada, e certamente foi pautada pela assessoria de imprensa do Pavão com o deplorável entrevistador, antes da entrevista. @EdsonLapolla1 foi o idealizador, criador e executor do projeto. Tenho orgulho de ter colaborado com este projeto pioneiro e inovador, que",Thu Jun 05 18:29:17 +0000 2025,6,26
542,São Paulo FC,Caio Cascino,pqpppppppooo COVARDIA,Fri Jun 06 13:04:58 +0000 2025,0,3
543,São Paulo FC,Elevate | W0LFz,"Zubeldia é o maior hater do Ryan, não faz sentido cara prefere colocar o Ferreirao que é horrivel sempre e deixa os outros mlks bons da base pegando migalhas nas partidas. Que raivaaaaaaaaaaa",Tue Jun 10 19:21:43 +0000 2025,0,3
544,São Paulo FC,Vinniˢᵖᶠᶜ 🇾🇪,"@SaoPauloFC Chegou seu fim, Zubeldia.

Obrigado @VascodaGama, muito obrigado.",Fri Jun 13 02:02:53 +0000 2025,3,415
545,São Paulo FC,São Paulo FC,"🔙 Há exatos 10 anos, Rogério Ceni marcava o seu último gol no MorumBIS!

Foi na vitória sobre o Grêmio, por 2 a 0, pelo Brasileirão, coroando o 73º gol do goleiro-artilheiro no estádio. Ao todo, o 0️⃣1️⃣ balançou as redes 131 vezes! 

#SPFCpédia
#VamosSãoPaulo 🇾🇪 https://t.co/ngjHVN2VMS",Fri Jun 06 15:06:50 +0000 2025,118,1955
546,São Paulo FC,São Paulo FC,"🥶 O Santo Paulo já tirou o bobojaco do armário. É noite de Tricolor no MorumBIS!

#VamosSãoPaulo 🇾🇪 https://t.co/SLlLBoZ1lH",Thu Jun 12 21:37:05 +0000 2025,86,2750
547,São Paulo FC,Lidya 🇾🇪,"Gente não sei vocês, mas é a primeira vez que vejo uma torcida adversária lamentar a vinda de um jogador do time  deles para o @SaoPauloFC por empréstimo, geralmente eles comemoram. 
#Cruzereses vocês me garante que o #Dinenno e bom ou vocês tão tirando com a nossa cara.",Sun Jun 08 23:08:37 +0000 2025,0,13
548,São Paulo FC,São Paulo FC,"🆕 Vendas abertas para o público geral!

Garanta o seu ingresso para São Paulo x Vasco, na quinta-feira (12), às 21h30, pelo Brasileirão &gt; https://t.co/CV5rzDgf8V 

#VemProMorumBIS
#VamosSãoPaulo 🇾🇪 https://t.co/4ILc89IiXJ",Mon Jun 09 13:05:05 +0000 2025,20,439
549,São Paulo FC,nunes,"oi @SaoPauloFC boa noite, será que eu vou comer essa xota hoje 🫢 https://t.co/eISQLFLTVa",Fri Jun 13 01:53:45 +0000 2025,12,85
550,São Paulo FC,São Paulo FC,"🏟️ A primeira vez no #MorumBIS!

Dinenno: “Estou muito feliz de estar aqui, é um orgulho enorme”.

#VamosSãoPaulo 🇾🇪

📸 Rubens Chiri / São Paulo FC https://t.co/IaciNTRlZp",Wed Jun 11 19:45:03 +0000 2025,82,2126
551,São Paulo FC,Gabriel Felipe,"@SaoPauloFC Casares pior presidente da historia, ele consegue ser pior que o arrombado do leco, o cara tinha vários treinadores disponivel no mercado, mas ele preferiu manter o ZUBELDIA essa praga horrivel",Fri Jun 13 01:23:12 +0000 2025,4,43
552,São Paulo FC,helton Santos🇧🇷🇧🇷🇾🇪,Esse presidente do @SaoPauloFC é igual ou pior que o Leco??,Fri Jun 13 01:56:08 +0000 2025,0,5
553,São Paulo FC,São Paulo FC,"Brasileiro Sub-20: Tricolor escalado para enfrentar o Cuiabá, às 16h, no estádio José Liberatti, em Osasco (SP)! #SPFCxCUI

#MadeInCotia
#VamosSãoPaulo 🇾🇪 https://t.co/jVo0dBn5Ux",Wed Jun 11 18:30:30 +0000 2025,4,40
554,São Paulo FC,Somos São Paulinos,"Após a partida de hoje, os jogadores do São Paulo terão um período de recesso e se reapresentarão no dia 26 de junho.

📸 São Paulo FC https://t.co/qkR0AGBxlv",Fri Jun 13 02:35:59 +0000 2025,5,325
555,São Paulo FC,Lontrinhas 🦦,"@SaoPauloFC DEMITE ESSA MERDA DE TÉCNICO PORRA, NINGUÉM AGUENTA MAIS PASSAR VERGONHA

CHEGA CARALHO VAMO ACORDAR, TA ESPERANDO SER ELIMINADO NA LIBERTADORES TAMBÉM? 

ESSA PORRA DESSE TÉCNICO É TIPO A CAIXA DE PANDORA QND ELE ENTRA EM CAMPO ENTRA TODAS AS DESGRAÇAS POSSÍVEIS JUNTO",Fri Jun 13 02:33:01 +0000 2025,132,2339
556,São Paulo FC,🇾🇪🇧🇷M4RTINI🇧🇷🇾🇪,"O DM do @SaoPauloFC parece o SUS, está sempre lotado",Wed Jun 11 12:18:13 +0000 2025,0,3
557,São Paulo FC,São Paulo FC,"As imagens da chegada de Dinenno ao Tricolor!

#VamosSãoPaulo 🇾🇪

📸 Miguel Schincariol / São Paulo FC https://t.co/siVEeyf7FK",Tue Jun 10 20:12:50 +0000 2025,93,2391
558,São Paulo FC,Alex 🇧🇷🇬🇷 SPFC,Essa tal de data FIFA é uma merda. Nem um joguinho pra ver.....,Sat Jun 07 21:55:57 +0000 2025,1,23
559,São Paulo FC,Alex 🇧🇷🇬🇷 SPFC,Começam neste final de semana as postagens do jogamos de igual para igual. Entendedores entenderão,Fri Jun 13 23:45:31 +0000 2025,0,4
560,São Paulo FC,Alex 🇧🇷🇬🇷 SPFC,"Melhor ficar sem técnico, treinando na volta com o técnico do Sub-20 do que manter este cidadão que está aí",Sat Jun 14 14:23:11 +0000 2025,0,8
561,São Paulo FC,ana,pior que ele ficou linduquinho com a camisa do são paulo 😭😭😭😭,Tue Jun 10 20:15:47 +0000 2025,0,4
562,São Paulo FC,rasura,O certo aqui é reembolso,Fri Jun 13 02:17:49 +0000 2025,2,7
563,São Paulo FC,São Paulo FC,"😍 A manga longa está de volta!

🛒 Garanta já a sua &gt; https://t.co/q5HCPz2Z3g

#VamosSãoPaulo 🇾🇪

📸 Rubens Chiri / São Paulo FC https://t.co/KZyQalHOEp",Thu Jun 12 23:09:01 +0000 2025,63,2025
564,São Paulo FC,𝐌𝐚𝐥𝐤𝐨𝐯𝐥𝐢❤️‍🔥,E a base do são Paulo fc hein.. ? https://t.co/tsoxJkZ48W,Tue Jun 10 14:23:03 +0000 2025,6,52
565,São Paulo FC,Anna,KKKKKKKKKKKKKKKKKKKKKKKKK VAMO TOMAR GOLEADA DO VASCO EM CASA https://t.co/GH3j8kDHpC,Fri Jun 13 01:14:13 +0000 2025,1,12
566,São Paulo FC,Opinião Tricolor 🎙🇾🇪,"Eu acho que é pré requisito para jogar no São Paulo ser lindo, esse Dinenno é bonitinho.

+1 jogador que vai pro departamento de beleza do São Paulo FC 🇾🇪🥳🎉

Nóis é bamBIS porra 🔥 https://t.co/Q5bGkTvje8",Tue Jun 10 19:54:00 +0000 2025,2,8
567,São Paulo FC,Cesar Filho,Em pleno dia dos namorados e o @SaoPauloFC flertando com a série B…,Fri Jun 13 01:27:10 +0000 2025,49,603
568,São Paulo FC,MORUMBITECA,"Roberto Rojas quebrando o silêncio!

Em 1997, Roberto Rojas falou a TV Cultura sobre ter sido marginalizado no futebol e como o São Paulo FC participou da sua volta por cima!

MORUMBITECA
⚪🔴⚪⚫⚪
#morumbiteca
#VamosSãoPaulo https://t.co/U1ESPR9WGI",Fri Jun 13 16:24:32 +0000 2025,3,65
569,São Paulo FC,São Paulo Feminino,"🗣️ Fala, Vinas! 

O treinador da #BaseFeminina Sub-17 falou sobre a estreia com vitória no Brasileirão! 

#FutebolFemininoTricolor
#VamosSãoPaulo 🇾🇪 https://t.co/8VmbpjwxoR",Sat Jun 14 20:58:06 +0000 2025,0,32
570,São Paulo FC,Ingrid Dias,quero dia 30 de aniversário 🥲,Fri Jun 06 14:13:00 +0000 2025,0,13
571,São Paulo FC,🇾🇪🇧🇷M4RTINI🇧🇷🇾🇪,Só espero que ele chegue ao @SaoPauloFC e jogue e não fique no REFFIS,Mon Jun 09 17:38:49 +0000 2025,0,3
572,São Paulo FC,𝑷𝒄 𝑻𝒓𝒊𝒄𝒐𝒍𝒐𝒓 🇾🇪 spfc,"Tricolor acertou a contratação do atacante argentino, que estava no Cruzeiro. 

Bem vindo Dinenno! Boa sorte! https://t.co/22OgdpuVNX",Tue Jun 10 19:22:03 +0000 2025,3,9
573,São Paulo FC,Alex 🇧🇷🇬🇷 SPFC,Saudades das minhas narrações quando jogava futebol de botão….,Tue Jun 10 16:09:36 +0000 2025,0,2
574,São Paulo FC,João,"Pardal não inventou hoje, seremos felizes!",Thu Jun 12 23:33:43 +0000 2025,0,24
575,São Paulo FC,Alex 🇧🇷🇬🇷 SPFC,Jogo amanhã deve terminar 23:30 em Itaquera - vou de carro até algum lugar e depois pegar o metrô - alguém que faça estre trajeto para indicar onde seria melhor parar o carro? Vou sair do ABC.....pensei no shopping Tatuapé....,Tue Jun 10 00:23:13 +0000 2025,0,8
576,São Paulo FC,São Paulo FC,"🇾🇪 O Tricolor está escalado! 

⚽️ São Paulo x Vasco
🏟️ MorumBIS 
⏰ 21h30 
🏆 Brasileirão 

📺 Globo e Premiere 
🎙️ SPFC Play

#VamosSãoPaulo 🇾🇪 https://t.co/LR49Bdm2rn",Thu Jun 12 23:30:11 +0000 2025,145,1589
577,São Paulo FC,BABY🇾🇪,Meu amor ❤️🤍🖤,Thu Jun 12 15:15:32 +0000 2025,0,2
578,São Paulo FC,gui,@SaoPauloFC TE AMO RYAN E QUE O RESTO VÁ TOMA NO CU,Fri Jun 13 02:31:22 +0000 2025,2,33
579,São Paulo FC,São Paulo FC,"A sensação inigualável de estar no MorumBIS, eternizada com o #TricolorNaPele ❤️

🏟️ Hoje é dia de apoiar o Tricolor na nossa casa mais uma vez! Garanta seu ingresso em https://t.co/ju8he6uTiZ

#VamosSãoPaulo 🇾🇪 https://t.co/mrXHojp9ct",Thu Jun 12 17:13:26 +0000 2025,29,824
580,São Paulo FC,Palestine Football Association,"Two followers of São Paulo FC arrived to Amman to show their support for the Palestine national team prior to this decisive match against Oman. 
Our national team represents much more than just football, it’s part of our cause for freedom and justice. Thank you São Paulo! Thank https://t.co/OsIWeffwGw",Tue Jun 10 10:20:31 +0000 2025,475,2088
581,São Paulo FC,São Paulo FC,"😀 𝐕𝐢𝐬𝐢𝐭𝐚 𝐝𝐞 #MadeInCotia!

O lateral-esquerdo Welington esteve no CT da Barra Funda nesta segunda-feira. Atualmente, o jogador defende o Southampton, da Inglaterra.

Pelo Tricolor, ele conquistou o Campeonato Paulista (2021), a Copa do Brasil (2023) e a Supercopa Rei https://t.co/V3JQTMCAuN",Mon Jun 09 21:34:01 +0000 2025,48,2126
582,São Paulo FC,Thayná Moura,"Como recebo pix do São Paulo, já garanti a minha! Como é bom ser vendida 😘",Fri Jun 06 13:45:21 +0000 2025,0,28
583,São Paulo FC,São Paulo FC,"Sábado com #FutebolFemininoTricolor em campo! 

#VamosSãoPaulo 🇾🇪",Sat Jun 14 11:34:28 +0000 2025,10,258
584,São Paulo FC,mari,nossa mas quem é esse,Tue Jun 10 19:19:36 +0000 2025,0,4
585,São Paulo FC,Alex 🇧🇷🇬🇷 SPFC,Novo Centurión.,Sun Jun 08 16:48:01 +0000 2025,0,2
586,São Paulo FC,Karen,"Único motivo que me faria largar o lindo em casa nesse frio pra ir pro Morumbis:
🚫 @SaoPauloFC 
✅ @mirella_souza 

bff is here!!!!!! 
SPFC, não nos decepcione. https://t.co/sehUoVxnbn",Thu Jun 12 22:33:01 +0000 2025,1,135
587,São Paulo FC,K2,"Se puder ajudar, ajude 🙏🙏
Seja doando ou compartilhando",Thu Jun 12 13:58:37 +0000 2025,2,6
588,São Paulo FC,thomito 11/45 🇦🇹,os comentários desse post me dão nojo,Sun Jun 08 20:18:11 +0000 2025,0,14
589,São Paulo FC,Paulo Lima 🇵🇸,"O São Paulo se tornou um clube pequeno. O presidente do clube é o maior culpado.

Julio Casares por algum motivo sádico, bate recordes em dívidas e não para de tomar decisões que aumenta a dívida. Não satisfeito, contratou o pior treinador na história do clube.",Fri Jun 13 01:25:01 +0000 2025,2,13
590,São Paulo FC,São Paulo FC,"Paulista Sub-15: Fim de jogo! #CVIxSPFC (1-4)

⚽️ Nicolas Francisco
⚽️ Carlos
⚽️ Renan
⚽️ Miranda

#MadeInCotia
#VamosSãoPaulo 🇾🇪 https://t.co/Df73xQXEXg",Sat Jun 14 13:27:35 +0000 2025,5,71
591,São Paulo FC,K2,Eu nesse exato momento https://t.co/iQl1O6nA8j,Fri Jun 13 01:12:34 +0000 2025,0,7
592,São Paulo FC,São Bernardo FC - SAF,"Bem-vindo, João Paulo! ⚫️🟡

📹 Fábio Gulo | Agência São Bernardo https://t.co/KT6PdHSFHW",Tue Jun 10 22:20:25 +0000 2025,0,3
593,São Paulo FC,K2,E se eu fizer de novo?...,Fri Jun 13 21:18:06 +0000 2025,1,13
594,São Paulo FC,Arquibancada Tricolor | São Paulo FC,"E o @JimmyButler  do @warriors  na NBA que postou essa camisa pesada em seus stories agora?

Legendary! 

#arqtricolor #NBA #SPFC https://t.co/R9RUM3BLWd",Wed Jun 11 22:35:50 +0000 2025,9,198
595,São Paulo FC,São Paulo FC,"𝐁𝐞𝐦-𝐯𝐢𝐧𝐝𝐨, 𝐃𝐢𝐧𝐞𝐧𝐧𝐨!

🇦🇷 O Tricolor acertou a contratação do atacante argentino, que estava no Cruzeiro. 

O jogador assinou contrato até 31 de dezembro de 2025, com possibilidade de renovação por mais temporada em caso de cumprimento de metas.

➡️ Saiba mais &gt; https://t.co/1PuQIUKiMm",Tue Jun 10 19:15:20 +0000 2025,776,15504
596,São Paulo FC,cácá,"toma, são paulo fc. pega todo meu dinheiro! time do caralho",Fri Jun 06 13:41:30 +0000 2025,0,4
597,São Paulo FC,Arquibancada Tricolor | São Paulo FC,"🇾🇪 Vitórias em Ibiúna: Sub-15 e Sub-17 do São Paulo vencem e seguem líderes no Paulista

Leia aqui 👉 https://t.co/wHcPugqAvl 

Confira mais notícias em https://t.co/4hlkCrcLWl
https://t.co/ZkUHaeiUS9",Sat Jun 14 21:02:53 +0000 2025,0,4
598,São Paulo FC,Ramoni Artico,O SPFC treina? Eu tenho quase a certeza que NÃO.,Sat Jun 07 18:05:56 +0000 2025,3,13
599,São Paulo FC,K2,Quem perder é puta,Fri Jun 13 01:40:26 +0000 2025,1,9
600,São Paulo FC,Joe Ribeiro,"MINUTO VASCO💢VERGONHA NA CARA💢
@crvasco_br @SaoPauloFC @Brasileirao 
#Vasco #SaoPaulo #VascodaGama #Brasileirão2025 #MorumBIS https://t.co/6aXJhnfCAw",Fri Jun 13 16:39:47 +0000 2025,0,3
601,Gremio,Grêmio Insider,"*Grêmio na merda perdendo pra todo mundo sem jogar nada""

ponta da base surgido absolutamente do nada:
 https://t.co/kkHYLuxkKA",Thu Jun 12 23:37:46 +0000 2025,98,1219
602,Gremio,Chorume do Grêmio,as vezes no silêncio da noite https://t.co/puJw9kVcku,Sat Jun 14 17:55:22 +0000 2025,46,1059
603,Gremio,Liberta da deprê,"Ele tinha um plano:

 Venceu o Gauchao sacrificando o Hepta do Grêmio tudo isso por UM PLANO MAIOR 

Ter seu contrato renovado e levar o Inter pra série B

Um grande gremista e um gênio incompreendido https://t.co/Dcjb86fxqd",Fri Jun 13 02:43:01 +0000 2025,110,2171
604,Gremio,CONMEBOL Sudamericana,"🇺🇾 Cristian Olivera ⚽ @Gremio 

🏆 CONMEBOL #Sudamericana | #GrandeConquista https://t.co/6kGfOfye6x",Sat Jun 14 15:00:03 +0000 2025,11,163
605,Gremio,Museu de Memes do Grêmio,"Mãe chega em casa e o irmão mais novo tá chorando:

Irmão mais velho: https://t.co/pKo3bfIURP",Sat Jun 14 16:17:47 +0000 2025,30,281
606,Gremio,Leonardo,"Thiago (2007), é o novo reforço da categoria sub-20 do grêmio.
o volante chega do red bull bragantino, também teve destaque na base do brasilis. https://t.co/wXLQ1q1pXa",Sat Jun 14 00:29:16 +0000 2025,10,41
607,Gremio,Kaliel,"#Grêmio | 🚨 EXCLUSIVO: Além de Riquelme, o atacante Gabriel Mec também está voltando ao sub-20.

Ambos estão retornando ao sub-20 para manter o ritmo durante o Mundial e ajudar no Brasileirão da categoria. https://t.co/pTedekV5zc",Fri Jun 13 21:07:17 +0000 2025,13,531
608,Gremio,IMORTAL DA DEPRE,"Martin Braithwaite pelo #Grêmio

46 jogos
21 gols
5 assistências
26 PG

Em 2025

26 jogos
13 gols
3 assistências
16 PG

3 gols nos últimos 3 jogos, artilheiro do Grêmio no brasileirão com 4 gols.

SOU MUITO FÃ! 🇩🇰🇪🇪 https://t.co/fRqyTM3tmZ",Fri Jun 13 02:05:38 +0000 2025,8,101
609,Gremio,Museu de Memes do Grêmio,"@DataFutebol Eu no meu dia menos Douglas Costa:

https://t.co/pqKIDvmVhf",Fri Jun 13 14:05:06 +0000 2025,29,1346
610,Gremio,Talis Andrey de Mello,"E pensar que em algum momento disseram que esse cara era um dos problemas do #Grêmio (😂). 

Desde 2024, sendo muito importante pro time e pro clube: Braithwaite. 

🎥 @canalpremiere https://t.co/pkpcR5y0JM",Thu Jun 12 23:36:19 +0000 2025,11,253
611,Gremio,Museu de Memes do Grêmio,https://t.co/l5QeqM9r6z,Thu Jun 12 12:52:24 +0000 2025,284,1045
612,Gremio,Museu de Memes do Grêmio,"Mano Menezes se o Brasileirão tivesse Gol de Ouro no tempo normal
 https://t.co/nD7HR96vsG",Fri Jun 13 01:16:06 +0000 2025,35,503
613,Gremio,out of context grêmio feminino,@MosqueteirasOfc Conseguiram destruir com o futebol feminino do Grêmio. As diretoras que não conseguem reconhecer erros e no mundo paralelo ainda continuam com a convicção de que montaram um plantel bom pra temporada! Não adianta so trocar a comissão técnica. FORA CONFRARIA! https://t.co/b4FXlCUBCJ,Sat Jun 14 16:02:45 +0000 2025,7,85
614,Gremio,Gol do monsalve,"Quando você aposta em ""ambos marcam"" e o Grêmio sai na frente:

(O mais difícil já foi)
https://t.co/uguW9dUJf0",Thu Jun 12 23:40:26 +0000 2025,20,548
615,Gremio,Soccer News Grêmio,"“Jogar no Grêmio foi lindo e muito importante para a minha carreira. Sou muito grato pelo que vivi no Brasil. Aprendi muito com o Grêmio e sempre vou agradecer o carinho dos gremistas.”

– Luis Suárez, nesta manhã, em entrevista em Miami.

🗞️ GZH
📸 Edit: @GremioInfo_ https://t.co/7qOxJyGLgC",Fri Jun 13 15:55:39 +0000 2025,231,5256
616,Gremio,Grêmio BoderLine,https://t.co/Gm6qpFdty4,Thu Jun 12 23:35:29 +0000 2025,150,1863
617,Gremio,Fábio Vargas,"🚨🚨🚨 

#Grêmio, coloca Arezo, Pavón, André Henrique e Kike Olivera em lista de transferências. 

- Kike, vem recebendo algumas sondagens da Europa. 

E vai ao mercado em busca de atacantes, Gabriel Teixeira, Biel, hoje no #Sporting de Portugal é um dos nomes especulados. https://t.co/7K2waoKzrr",Sat Jun 14 16:36:41 +0000 2025,3,67
618,Gremio,Soccer News Grêmio,https://t.co/5kqaRVS9fB,Sat Jun 14 20:59:17 +0000 2025,1,110
619,Gremio,Cifut Brasil,"Caso essa janela do Grêmio se concretize, será a melhor do país... https://t.co/hwz7P2sVuI",Tue Jun 10 01:35:11 +0000 2025,15,1431
620,Gremio,R10 Score,"Luis Suárez desde 2023 (Grêmio e Inter Miami):

112 jogos
62 gols (!)
39 assistências
101 participações em gols (!)

🇺🇾👏🏼 https://t.co/gy3OY2uXXD",Sat Jun 14 20:00:01 +0000 2025,0,19
