Nro_Tweet,Query,Usuario,Texto,Data de Criacao,Retweets,Likes
359,Corinthians,Time do Povo,"Seis atletas das categorias de base do Corinthians estiveram completando o treinamento da equipe principal na manhã desta sexta-feira.

São eles: o zagueiro Guilherme Gama (17 anos), os volantes Luiz Gustavo Bahia (19 anos) e Yago Gonçalves (19 anos), o meia Dieguinho (17 anos) e https://t.co/U78EMLgWi1",Fri Jun 06 15:18:44 +0000 2025,7,184
360,Corinthians,Central do Cortinas,Eu pra ver minha mina hoje no dia dos namorados // eu indo assistir o Corinthians perder pro Grêmio https://t.co/CGdQrndM2g,Thu Jun 12 17:53:44 +0000 2025,2,9
361,Corinthians,Planeta do Futebol 🌎,"“Quando o Flamengo saiu da crise financeira, devia quase '5 por 1'. O Corinthians deve '2 por 1'. Então, é muito mais fácil. E o poder de reação e movimentação do Corinthians é muito maior do que qualquer outro clube.”

🎙️ Augusto Melo.
🎥 @Cartolouco https://t.co/eblBwXCQp4",Thu Jun 12 20:42:03 +0000 2025,23,2190
362,Corinthians,acervo corinthians,giannis mandando um vai Corinthians https://t.co/WOdNhQlr9h,Wed Jun 11 01:11:46 +0000 2025,486,3502
363,Corinthians,Naiá Uchôa,"quando cê tá no meio do mato, mas hoje é dia de Corinthians https://t.co/WfotdEY00R",Thu Jun 12 15:27:26 +0000 2025,7,1065
364,Corinthians,ct 🇧🇷,UM MÊS SEM CORINTHIANS https://t.co/xDwzvvAkUL,Fri Jun 13 01:00:42 +0000 2025,43,233
365,Corinthians,TNT Sports BR,"'O QUE EU FIZ DE ERRADO? EU COLOQUEI O CORINTHIANS NOS TRILHOS'  🗣️
 
Augusto Melo destacou que foi ""o presidente que mais trouxe dinheiro para um clube na América Latina""... https://t.co/IuRxFTGtX9",Tue Jun 03 15:22:58 +0000 2025,13,290
366,Corinthians,Corinthians Depressão,Tiago Volpi presenteando todo time que joga contra tomando um golaço na partida https://t.co/0tNNQ2lO9r,Thu Jun 12 23:44:07 +0000 2025,7,146
367,Corinthians,Corinthians Depressão,"KKKKKKKKKKKK OLHA OS DESENHOS DA RAPAZIADA NO GARTIC

MELHORES MOMENTOS VEM COMIGO https://t.co/jjU1IgaM84",Sat Jun 14 01:00:21 +0000 2025,0,103
368,Corinthians,rayner todie | CORINTHIANS,"gente pqp 
não sei oq respondo https://t.co/D1CdPoYAiK",Thu Jun 12 17:11:06 +0000 2025,3,14
369,Corinthians,VozãoPride,"O Athletico Paranaense está de olho no atacante Pedro Henrique, um dos destaques do Ceará nesta temporada. Segundo o jornalista Lucas Catrib, o clube tentou a contratação com compensação financeira, mas o Ceará recusou. Pedro Henrique, que chegou do Corinthians, https://t.co/wddQ7aNmQp",Fri Jun 13 02:14:56 +0000 2025,0,11
370,Corinthians,Meu Timão,"Osmar Stabile revela ter conversa marcada com patrocinadores para falar sobre as mudanças de dentro do Corinthians.

🎥 @caiobatimao / Meu Timão

🔴 Apoio: @KTO_brasil – Jogue com responsabilidade (+18) https://t.co/AzCOUKLBro",Sat Jun 14 17:39:40 +0000 2025,4,37
371,Corinthians,Corinthians,"Que partida e que golaço, Breno Bidon! 2️⃣7️⃣⚽

📸 Rodrigo Coca / Corinthians

#VaiCorinthians https://t.co/X4kwvjjSJr",Fri Jun 13 13:00:00 +0000 2025,92,3077
372,Corinthians,Meu Timão,"Gabriel Magalhães, zagueiro do Arsenal e da Seleção Brasileira, revela seu desejo de atuar pelo Corinthians.

🎥 @Podpah https://t.co/CFcW6P3Veg",Thu Jun 12 15:50:12 +0000 2025,39,1542
373,Corinthians,Grêmio FBPA,"⏸️ Fim do primeiro tempo:
#Grêmio 1x1 Corinthians
🇪🇪 #GRExCOR #Brasileirão2025 https://t.co/LFPGCD4jaS",Thu Jun 12 23:50:58 +0000 2025,6,152
374,Corinthians,Meu Timão,"Emiliano Díaz revela seu sonho de retornar ao Corinthians e afirma que um dia seu desejo irá se realizar.

🎥 Andreoli Modo ON https://t.co/4gggx4RfrJ",Wed Jun 11 00:14:09 +0000 2025,40,1097
375,Corinthians,Soccer News Grêmio,🚨 O técnico Mano Menezes relacionou o jovem Gabriel Mec para o jogo contra o Corinthians. https://t.co/GuFFUM6baA,Wed Jun 11 19:02:27 +0000 2025,17,1590
376,Corinthians,Rafael Passos,"Reforço nas Gurias Coloradas. O Internacional anunciou a chegada de Mônica Bittencourt, lateral-direita de 29 anos. Natural de Catanduva (SP), Mônica já defendeu Palmeiras, Ferroviária, SC Huelva, Corinthians, São Paulo e América-MG. https://t.co/oYL01vIVz9",Fri Jun 13 20:35:16 +0000 2025,1,2
377,Corinthians,Meu Timão,"Você acha que o Coronado não ter entrado nos últimos jogos do Brasileirão pode indicar uma possível saída do meia do Corinthians?

🎥 Papo com Vessoni / Meu Timão

🔴 Apoio: @KTO_brasil - Jogue com responsabilidade (+18) https://t.co/gGzo0W4WQx",Sat Jun 14 14:32:24 +0000 2025,3,103
378,Corinthians,Jovem Pan Esportes,"""NO BRASIL HÁ UMA TOLERÂNCIA ABSURDA OU NÃO ACONTECE NADA"" - @maurocezar pontua negociações de clubes brasileiros e tolerâncias de dívidas.

#Almada #Botafogo #Corinthians https://t.co/GzIe5MdiYn",Thu Jun 12 16:25:07 +0000 2025,22,235
379,Corinthians,Por Fora das Quatro Linhas,"🇫🇷🦁 Hoje, Igor Vinicius está mais perto do Fortaleza que do Corinthians. As conversas com o clube da capital paulista estagnaram.

🗞 @_alexsander https://t.co/uv6zH0mRvk",Sat Jun 14 13:37:59 +0000 2025,3,47
380,Corinthians,Bagrescore Brazil,Qual o sentido do Depay não conseguir jogar no Corinthians e na seleção todo jogo faz gol? https://t.co/YO1KY21ODt,Tue Jun 10 20:11:58 +0000 2025,24,6057
381,Corinthians,ge,"Com esse golaço de Vic Albuquerque, o Corinthians vence o Flamengo por 1 a 0, pelo Brasileirão Feminino. https://t.co/kkcrMhLRyN",Tue Jun 10 00:58:43 +0000 2025,15,468
382,Corinthians,Elyel ˢᶜᶜᵖ 31𝘅 🏆🦅,Torcer pro Corinthians e Brasil é sofrer em dose dupla.... https://t.co/gjVJzMDsxM,Fri Jun 06 01:00:11 +0000 2025,369,2034
383,Corinthians,Crônica Alvinegra,"O primeiro gol do Sylvinho com a camisa do Corinthians.

Um baita lateral, hoje seria titular absoluto na seleção. https://t.co/u3aKHfsBOq",Sun Jun 08 13:05:53 +0000 2025,43,1648
384,Corinthians,FBI Tricolor,"É inevitável que o Grêmio melhorou de um mes pra cá. Ganhou bem do Juventude, ganha do Bahia e agora deixa escapar uma importante vitória contra o Corinthians.

Pavón é tenebroso. Isso já sabemos e a torcida quer a sua saída, nem que seja o afastamento. 

Agora é trabalhar na",Fri Jun 13 01:50:08 +0000 2025,18,870
385,Corinthians,YouVersion Bible App,2 Corinthians 10:5 https://t.co/lJdFqcueWM,Wed Jun 11 10:39:05 +0000 2025,222,1128
386,Corinthians,XLD Nakata,"Vcs acham qual dos principais time tem mais chance de ficar de FORA da EWC? LOS, LOUD, Team Solid ou Pain?

E dos ""azarões"" quem tem mais chances de ir pro mundial? E1, Alfa 34, Alpha7, Corinthians, Flamengo, Corinthians ou Vasco? https://t.co/Sx9imGFqtG",Mon Jun 09 17:45:10 +0000 2025,3,194
387,Corinthians,Central do Timão,"TUDO IGUAL! 🏴🏳️

O Corinthians empata com o Grêmio, fora de casa, com golaço de Breno Bidon em duelo válido pelo Brasileirão https://t.co/GrgWq6X0lc",Fri Jun 13 00:52:07 +0000 2025,5,150
388,Corinthians,Cartolouco 👑,"A NOVA VIDA DE AUGUSTO MELO APÓS SAIR DO CORINTHIANS! 

Hoje, ele toma conta de estacionamento e de uma quadra 

Em 14 dias, tudo virou de cabeça para baixo 

Ele conta tudo, mesmo, sobre o que viveu no Corinthians 

Um dia com Augusto Melo

Não deixem de ver! https://t.co/nGvipsB2T6",Tue Jun 10 22:36:25 +0000 2025,63,4125
389,Corinthians,5 ESTRELAS,Alysson 🆚 Corinthians https://t.co/f9wf4Nla9D,Fri Jun 13 19:30:34 +0000 2025,17,319
390,Corinthians,Goleada Info,"PARTIU COPA! 🇧🇷

Com gol de Vini Jr, o Brasil venceu o Paraguai por 1x0 na Arena Corinthians e garantiu sua vaga na Copa do Mundo de 2026! 🏆

EM BUSCA DO HEXA! https://t.co/qG5LHuqdiV",Wed Jun 11 02:42:09 +0000 2025,21,172
391,Corinthians,TNT Sports BR,ANCELOTTI PRESENTE E BEM RECEBIDO NA NEO QUÍMICA ARENA! 🦅🇧🇷 O técnico da Seleção Brasileira está na zona leste de São Paulo para ver Corinthians x Vitória! #Brasileirão2025 https://t.co/Jzl0HOSmdg,Sun Jun 01 21:27:52 +0000 2025,3,139
392,Corinthians,Vessoni,"Não tem jeito... a Neo Química Arena virou a referência da cidade de São Paulo para grandes eventos esportivos. NFL, Copa do Mundo, Eliminatórias, etc... 

... estádio f... demais! O mais f... do país!!!

#Corinthians https://t.co/qWLXLP29Im",Wed Jun 11 00:48:19 +0000 2025,141,3489
393,Corinthians,Corinthians Depressão,"Com todo respeito a comunidade LGBTQIA+

Mas que estádio bonito do cacete cara, não tem estádio mais bonito no Brasil sem clubismo nenhum https://t.co/qNAojVKCjI",Wed Jun 11 00:48:28 +0000 2025,24,1136
394,Corinthians,Brooklyn Guy,"Obrigado Giannis, mas o Corinthians não precisa de centro-avante. Já temos o Yuri Alberto 👍🏽 https://t.co/LzpZEB1JQ0",Wed Jun 11 01:39:16 +0000 2025,56,1980
395,Corinthians,TNT Sports BR,"QUASE O GARRO DÁ A VITÓRIA PARA O CORINTHIANS! 🧙‍♀️ O maestro da Fiel cobrou a falta, mas o goleiro Arcanjo salvou! #Brasileirão2025 https://t.co/cmZcAnNCFa",Sun Jun 01 23:55:14 +0000 2025,2,54
396,Corinthians,LIBERTA DEPRE,"Serginho, integrante da Torcida Organizada Gaviões da Fiel, do Corinthians sobre a discussão de Matheuzinho com torcedor. 

""Matheuzinho, você não tá com nada. Tem que sair lá quietinho, porque não tá jogando nada. Tem que escutar mesmo. Você deu sorte que foi eles (torcedor https://t.co/NiD8bWT3yw",Fri Jun 06 01:10:20 +0000 2025,6,159
397,Corinthians,Victor 🇪🇪,Grêmio 1x1 Corinthians - Brasileirão 2025 📸 https://t.co/zmaT6TeHis,Fri Jun 13 02:28:45 +0000 2025,3,51
398,Corinthians,Elyel ˢᶜᶜᵖ 31𝘅 🏆🦅,Corinthians é tão foda que tanto primeiro escudo quanto o atual são bonitos. https://t.co/5bfW0KwgFG,Sat Jun 07 18:34:20 +0000 2025,317,5123
399,Corinthians,BRASILEIRÃO DA DEPRESSÃO,"Pessoal do Corinthians leva a sério a rivalidade. 

Olha a cadeira que deram pro Estevão na Neo Química Arena. kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk https://t.co/dko5fvMLqM",Wed Jun 11 11:43:50 +0000 2025,7,226
400,Corinthians,Meu Timão,"Gabi Nunes e Tarciane, ex-jogadoras do Corinthians, acompanharam a vitória do Timão sobre o Flamengo 💜

🎥 @mabiateves / Meu Timão

🔴 Apoio: @KTO_brasil – Jogue com responsabilidade (+18) https://t.co/sSHgUnLiMB",Tue Jun 10 01:20:32 +0000 2025,12,244
401,São Paulo FC,São Paulo FC,"🥳 Hoje é aniversário do Lucca. Nosso #MadeInCotia completa 1️⃣8️⃣ anos! 

Parabéns! 

#VamosSãoPaulo 🇾🇪 https://t.co/oBrJ6kSU0Q",Sat Jun 14 13:02:02 +0000 2025,56,2296
402,São Paulo FC,Teclas Daniel | São Paulo FC,"Toda vez que o São Paulo vive um momento complicado, surgem notícias de ""bastidores"" de insatisfação com Belmonte. Mas ele continua firme e forte. 
Já estamos há 5 anos nisso. https://t.co/n431u2Nqq7",Sat Jun 14 15:10:59 +0000 2025,22,458
403,São Paulo FC,ɑskelɑdd,@SaoPauloFC Morumbi é nosso salão de festas. Trikas nanico🤏🤏  5° FORÇA DE SÃO PAULO KAKAKKAAKAKKSKSKKSK https://t.co/WNm0wine8E,Fri Jun 13 02:28:33 +0000 2025,0,205
404,São Paulo FC,Frases Vasco da Gama ✠,@SaoPauloFC No returno em são Januário https://t.co/RonNcqR4kr,Fri Jun 13 02:29:16 +0000 2025,10,787
405,São Paulo FC,Rai 🇵🇸🇸🇾,Ídolo de vocês. O porco. Praga histórica do São Paulo FC. https://t.co/sCZqAhSu9Q,Fri Jun 13 02:53:04 +0000 2025,20,616
406,São Paulo FC,SportsCenter Brasil,"Se Zubeldía fosse brasileiro, já teria sido demitido do São Paulo, fã de esporte? 👀

#FutebolNaESPN #Zubeldia #SaoPaulo #SaoPauloFC https://t.co/IR0iTwKe94",Fri Jun 13 17:07:20 +0000 2025,40,444
407,São Paulo FC,Gabriel Sá,"📲 Baby, líder da Torcida Independente, a principal organizada do São Paulo FC, via Instagram: https://t.co/5MMOISY82n",Fri Jun 13 17:00:32 +0000 2025,66,1468
408,São Paulo FC,Animes Futebolísticos,irã israel chuva de misseis morumbis terceira guerra mundial https://t.co/VWppzzdDUZ,Fri Jun 13 03:24:36 +0000 2025,6,56
409,São Paulo FC,Gabigol Deprê,@SaoPauloFC Vai ajudar muito vocês 🦊 https://t.co/UMC08NImEM,Tue Jun 10 19:16:04 +0000 2025,12,459
410,São Paulo FC,São Paulo FC,"Marcos Antonio faz aniversário nesta sexta-feira. O meio-campista do tricolor completa 2️⃣5️⃣ anos.

Felicidades!

#VamosSãoPaulo 🇾🇪 https://t.co/hXbFoCgNFR",Fri Jun 13 13:00:07 +0000 2025,36,1855
411,São Paulo FC,São Paulo Feminino,"Selfie da nossa artilheira: CriveGOL! ⚽️🫶

#FutebolFemininoTricolor
#VamosSãoPaulo 🇾🇪 https://t.co/YEQFV27zf3",Sat Jun 14 19:19:27 +0000 2025,11,286
412,São Paulo FC,Teclas Daniel | São Paulo FC,"Disseram que seria a terceira opção do time... Chegou um momento que virou a segunda opção (após a lesão do Calleri), não foi utilizado. Chegou Dinenno, virou terceira opção novamente. 
Já tem 3 Gols no profissional, entrando só em furada. https://t.co/619rcYYMe1",Fri Jun 13 02:50:20 +0000 2025,14,462
413,São Paulo FC,ZC🔴⚪️🇮🇱🎗️,São Paulo FC - Cedric Soares ball 😎 🇧🇷 https://t.co/WVNImxDyMt,Fri Jun 13 11:53:31 +0000 2025,0,11
414,São Paulo FC,São Paulo FC,"Fim de jogo #SPFCxVAS (1-3) 

⚽ Ryan https://t.co/QWbd6mgWbQ",Fri Jun 13 02:28:02 +0000 2025,212,5396
415,São Paulo FC,K2,Pronto agora sim https://t.co/SiGtlWddyC,Sat Jun 14 21:18:31 +0000 2025,0,3
416,São Paulo FC,K2,Eu rezando pra Israel: https://t.co/RfpJC4MZcx,Fri Jun 13 21:45:03 +0000 2025,1,12
417,São Paulo FC,Teclas Daniel | São Paulo FC,"O Casares não tem coragem de tirar Belmonte do cargo. 
Essa cobrança deveria ser feita diariamente em cima do presidente, pois é ele quem decide! 

A continuidade do Belmonte na diretoria de futebol do SPFC, diz muita coisa sobre a política do clube! https://t.co/ZGKjDaeNzo",Fri Jun 13 15:04:37 +0000 2025,30,362
418,São Paulo FC,São Paulo FC Texas,https://t.co/9qhmgHogKU,Sat Jun 14 18:35:36 +0000 2025,17,138
419,São Paulo FC,São Paulo FC,"🇦🇷 A novidade da noite!

#VamosSãoPaulo 🇾🇪

📸 Rubens Chiri / São Paulo FC https://t.co/RCDKqFikH4",Thu Jun 12 23:34:26 +0000 2025,88,3936
420,São Paulo FC,ALê,"Pode colocar o Pep Guardiola nesse time do @SaoPauloFC  que não dá jeito . A culpa é dos Senhores Júlio Casares e Belmonte 

#Vergonha https://t.co/cyY29wTp3g",Fri Jun 13 01:30:14 +0000 2025,1,7
421,São Paulo FC,O Cancelador,@SaoPauloFC Simplesmente Juan Dinenno. https://t.co/pggJ5473xK,Tue Jun 10 19:19:30 +0000 2025,8,274
422,São Paulo FC,Brasileirão Betano,"VITÓRIA DO VASCO! 

O @vascodagama ganha do @saopaulofc, no Morumbis, pelo placar de 1x3, em partida válida pela 12ª rodada do Brasileirão! 💥⚽️

📸: Matheus Lima https://t.co/fCMracqOY9",Fri Jun 13 02:31:33 +0000 2025,89,1352
423,São Paulo FC,Thiago Acioli,@SaoPauloFC https://t.co/ifMjvsCE42,Fri Jun 13 03:13:11 +0000 2025,8,309
424,São Paulo FC,Sol Arantes 🇧🇷🇾🇪🍷✈️🎾,"Meu ST 🇾🇪 
Cancelado com sucesso !
Vou ao  morumbi desde meus 12 anos.  
Nunca vi tanta palhaçada.  Nem nos piores momentos ( Leco) vi essa pouca vergonha de Casares e sua corja !!!!! 
Bom dia !!! 
@SaoPauloFC",Fri Jun 13 11:43:50 +0000 2025,33,465
425,São Paulo FC,São Paulo FC,"Fim do primeiro tempo #SPFCxVAS (0-2)

🎙️ Narração #SPFCplay: https://t.co/NOfGn1rXKb 

#VamosSãoPaulo 🇾🇪 https://t.co/VwXWHZn5hE",Fri Jun 13 01:21:01 +0000 2025,22,566
426,São Paulo FC,K2,Minha opinião sobre isso é que eu sou muito foda no fortnite festival https://t.co/bHV113O1kY,Fri Jun 13 23:39:58 +0000 2025,0,2
427,São Paulo FC,Antifa_Ultras,VIDEO | São Paulo FC🇧🇷 fans show solidarity with Palestine.🇵🇸 https://t.co/4wNJ6jIN7I,Wed Jun 11 02:05:35 +0000 2025,2,16
428,São Paulo FC,Nic Barbieri,"Eu tô indignada. 
Futebol pífio, ridículo, vergonhoso, absurdo… 
MERDAS ! Vai o time inteiro, comissão, diretoria … todo mundo do @SaoPauloFC PRA CASA DO CARALHO",Fri Jun 13 01:24:04 +0000 2025,13,110
429,São Paulo FC,São Paulo FC,"11 anos sem Fernandão. Nosso carinho e eterna saudade do atacante, que defendeu o Tricolor entre 2010 e 2011.

#SPFCpédia
#MemóriaTricolor 🇾🇪 https://t.co/Bt6p4mJnx1",Sat Jun 07 15:29:28 +0000 2025,149,6552
430,São Paulo FC,É Almeida 🇾🇪,"@SaoPauloFC Após acabar o jogo, já pode lançar a nota de demissão desse fdpt aqui, nao merece nunca mais vestir a camisa do São Paulo!!! FORA ZUBELDIA https://t.co/afBXzz2yxT",Fri Jun 13 02:16:03 +0000 2025,5,27
431,São Paulo FC,Teclas Daniel | São Paulo FC,"""Fontes ouvidas pelo GE afirmaram que soaria injusto encerrar o vínculo com o técnico justamente pouco antes do retorno da maioria dos jogadores lesionados, já que as ausências prejudicam o recorte completo do trabalho"".

Tadinho do Zubeldía.. que injustiça seria, né? https://t.co/dEtHPwqkbD",Fri Jun 13 19:19:39 +0000 2025,18,567
432,São Paulo FC,Caião🇾🇪,"@SaoPauloFC FORA ZUBELDIA
FORA CASARES
FORA BELMONTE 
VOCES SAO O CANCER DO SÃO PAULO",Fri Jun 13 02:02:46 +0000 2025,5,224
433,São Paulo FC,pru,Roubando ideia do @K2_SaoPauloFC rsrs https://t.co/ZcDVMMeWPA,Thu Jun 05 21:06:42 +0000 2025,2,23
434,São Paulo FC,Nilson Cesar,Opinião @SaoPauloFC x @VascodaGama . https://t.co/u0Bntj4NBY,Wed Jun 11 22:18:30 +0000 2025,1,24
435,São Paulo FC,VELLOSO,"Leitura labial do bandeirinha que agrediu o Sub-17 do SP.

A arbitragem da partida agride os jogadores do time social do São Paulo Sub-17 e a confusão se instaura. O caso aconteceu no Clube Banespa e acabou virando caso de polícia.

#saopaulofc #saopaulo #futebol https://t.co/iIkJWdSa7E",Mon Jun 09 22:40:08 +0000 2025,10,523
436,São Paulo FC,gio⁷,desafio: tente não dizer fodase,Thu Jun 12 03:00:46 +0000 2025,24,168
437,São Paulo FC,Røg£aπ C£πi⁰¹,"Realmente, ""Postagens Burras sobre o São Paulo FC"", acertou em cheio https://t.co/ELrwbY4Wva",Fri Jun 13 02:47:09 +0000 2025,0,13
438,São Paulo FC,Somos São Paulinos,"A negociação entre Corinthians e Igor Vinicius esfriou nos últimos dias devido a repercussão negativa da torcida.

O lateral tem contrato com o São Paulo até o fim do ano.

🗞 UOL
📸 São Paulo FC https://t.co/3rBVlT5bZq",Sat Jun 14 14:31:55 +0000 2025,3,229
439,São Paulo FC,Paulo Lima 🇵🇸,"Espero que Luis Zubeldía nunca mais pise no país. Nem pra treinar um rival. 

Deveria ter um acordo entre Brasil e Argentina que esse cara não pise no Brasil. Devolve esse monte de merda a eles. Criminoso.",Fri Jun 13 02:42:02 +0000 2025,0,19
440,São Paulo FC,Ghost,"Futebol virou isso, juíz velho barbado bate. Na molecada agora, acho isso ridículo juiz tem que ser preso.
A final era Sub 17 do, @SaoPauloFC oque vai fazer porra. https://t.co/iR4N15Yaor",Mon Jun 09 10:59:41 +0000 2025,2,12
441,São Paulo FC,𝕧𝕚𝕟𝕚𝕔𝕚𝕦𝕤 ˢᵖᶠᶜ 🇾🇪 (12/45),@SaoPauloFC So assim para o Zubeldia sair da porra desse time pelo jeito ! https://t.co/313qkXJDmY,Fri Jun 13 02:33:09 +0000 2025,4,77
442,São Paulo FC,Matheusˢᵖᶠᶜ 🇾🇪,"@SaoPauloFC - Jornalistas apoiando o zubeldia de forma nunca vista antes

- Morumbi sem força alguma 

- Organizada comprada 

- Técnico medíocre que não conseguiu vencer Sport, Mirassol e afins. 

Vai manter até cair pra série B? https://t.co/OP0ddVzUVu",Sat May 24 23:29:48 +0000 2025,26,458
443,São Paulo FC,São Paulo FC,"▶️ Quarta-feira de reapresentação e trabalho de olho no confronto com o Vasco!

#VamosSãoPaulo 🇾🇪

🎥 Gutierre Filmes https://t.co/X3GeoQ8Dwx",Thu Jun 05 00:04:50 +0000 2025,33,733
